NIRF,COLLEGE,YEAR,BRANCH,CATEGORY,OPENING_RANK,CLOSING_RANK
82, Kumaraguru College Of Technology,2023,Mechatronics,GENERAL,9954,17699
82, Kumaraguru College Of Technology,2023,Mechatronics,OBC,17949,22042
82, Kumaraguru College Of Technology,2023,Mechatronics,SC,59485,82856
82, Kumaraguru College Of Technology,2023,Mechatronics,ST,,
82,Thiagarajar College of Engineering,2023,Computer science,GENERAL,141,1561
82,Thiagarajar College of Engineering,2023,Computer science,OBC,1574,2170
82,Thiagarajar College of Engineering,2023,Computer science,SC,2904,11274
82,Thiagarajar College of Engineering,2023,Computer science,ST,,
82,Thiagarajar College of Engineering,2023,Information technology,GENERAL,2918,4190
82,Thiagarajar College of Engineering,2023,Information technology,OBC,4199,6053
82,Thiagarajar College of Engineering,2023,Information technology,SC,142323,25097
82,Thiagarajar College of Engineering,2023,Information technology,ST,69637,69637
82,Thiagarajar College of Engineering,2023,Electronics and Communication,GENERAL,849,2125
82,Thiagarajar College of Engineering,2023,Electronics and Communication,OBC,2205,2822
82,Thiagarajar College of Engineering,2023,Electronics and Communication,SC,4343,12039
82,Thiagarajar College of Engineering,2023,Electronics and Communication,ST,32730,32730
82,Thiagarajar College of Engineering,2023,Electrical and Electronics,GENERAL,2565,4902
82,Thiagarajar College of Engineering,2023,Electrical and Electronics,OBC,4948,6646
82,Thiagarajar College of Engineering,2023,Electrical and Electronics,SC,14955,25216
82,Thiagarajar College of Engineering,2023,Electrical and Electronics,ST,,
82,Thiagarajar College of Engineering,2023,Mechanical Engineering,GENERAL,4967,11045
82,Thiagarajar College of Engineering,2023,Mechanical Engineering,OBC,11132,14220
82,Thiagarajar College of Engineering,2023,Mechanical Engineering,SC,25929,25929
82,Thiagarajar College of Engineering,2023,Mechanical Engineering,ST,,
82,Thiagarajar College of Engineering,2023,Artificial Intelligence and Machine Learning,GENERAL,3022,4565
82,Thiagarajar College of Engineering,2023,Artificial Intelligence and Machine Learning,OBC,4778,6289
82,Thiagarajar College of Engineering,2023,Artificial Intelligence and Machine Learning,SC,13246,25431
82,Thiagarajar College of Engineering,2023,Artificial Intelligence and Machine Learning,ST,51652,51652
82,Thiagarajar College of Engineering,2023,Civil Engineering,GENERAL,6372,12483
82,Thiagarajar College of Engineering,2023,Civil Engineering,OBC,12519,18898
82,Thiagarajar College of Engineering,2023,Civil Engineering,SC,26585,26585
82,Thiagarajar College of Engineering,2023,Civil Engineering,ST,83570,83570
82,Thiagarajar College of Engineering,2023,Mechatronics,GENERAL,6794,11076
82,Thiagarajar College of Engineering,2023,Mechatronics,OBC,11309,13670
82,Thiagarajar College of Engineering,2023,Mechatronics,SC,32399,72237
82,Thiagarajar College of Engineering,2023,Mechatronics,ST,,
160,"Government College of Engineering,Coimbatore",2023,Computer science,GENERAL,844,1814
160,"Government College of Engineering,Coimbatore",2023,Computer science,OBC,1833,3208
160,"Government College of Engineering,Coimbatore",2023,Computer science,SC,2089,10260
160,"Government College of Engineering,Coimbatore",2023,Computer science,ST,,
160,"Government College of Engineering,Coimbatore",2023,Information technology,GENERAL,237,2818
160,"Government College of Engineering,Coimbatore",2023,Information technology,OBC,2845,3786
160,"Government College of Engineering,Coimbatore",2023,Information technology,SC,6078,13646
160,"Government College of Engineering,Coimbatore",2023,Information technology,ST,,
160,"Government College of Engineering,Coimbatore",2023,Electronics and Communication,GENERAL,466,2259
160,"Government College of Engineering,Coimbatore",2023,Electronics and Communication,OBC,2300,3548
160,"Government College of Engineering,Coimbatore",2023,Electronics and Communication,SC,7152,12457
160,"Government College of Engineering,Coimbatore",2023,Electronics and Communication,ST,9076,9895
160,"Government College of Engineering,Coimbatore",2023,Electrical and Electronics,GENERAL,2015,4975
160,"Government College of Engineering,Coimbatore",2023,Electrical and Electronics,OBC,5128,7047
160,"Government College of Engineering,Coimbatore",2023,Electrical and Electronics,SC,11822,23102
160,"Government College of Engineering,Coimbatore",2023,Electrical and Electronics,ST,,
160,"Government College of Engineering,Coimbatore",2023,Mechanical Engineering,GENERAL,6135,14082
160,"Government College of Engineering,Coimbatore",2023,Mechanical Engineering,OBC,14118,20997
160,"Government College of Engineering,Coimbatore",2023,Mechanical Engineering,SC,23363,29261
160,"Government College of Engineering,Coimbatore",2023,Mechanical Engineering,ST,70419,70419
160,"Government College of Engineering,Coimbatore",2023,Civil Engineering,GENERAL,6257,19901
160,"Government College of Engineering,Coimbatore",2023,Civil Engineering,OBC,19995,26159
160,"Government College of Engineering,Coimbatore",2023,Civil Engineering,SC,20974,26443
160,"Government College of Engineering,Coimbatore",2023,Civil Engineering,ST,70456,70456
160,"Government College of Engineering,Coimbatore",2023,Industrial Bio-Technology,GENERAL,9173,24929
160,"Government College of Engineering,Coimbatore",2023,Industrial Bio-Technology,OBC,2845,9786
160,"Government College of Engineering,Coimbatore",2023,Industrial Bio-Technology,SC,27996,71041
160,"Government College of Engineering,Coimbatore",2023,Industrial Bio-Technology,ST,32638,32638
160,"Government College of Engineering,Coimbatore",2023,Production Engineering,GENERAL,13891,24962
160,"Government College of Engineering,Coimbatore",2023,Production Engineering,OBC,27232,39641
160,"Government College of Engineering,Coimbatore",2023,Production Engineering,SC,43720,69674
160,"Government College of Engineering,Coimbatore",2023,Production Engineering,ST,31364,31364
160,"Government College of Engineering,Coimbatore",2023,Electrical and Instrumentation,GENERAL,4428,7433
160,"Government College of Engineering,Coimbatore",2023,Electrical and Instrumentation,OBC,7640,10695
160,"Government College of Engineering,Coimbatore",2023,Electrical and Instrumentation,SC,22521,24261
160,"Government College of Engineering,Coimbatore",2023,Electrical and Instrumentation,ST,63982,63982
124,PSG Institute of Technology and Applied Research,2023,Computer science,GENERAL,406,1956
124,PSG Institute of Technology and Applied Research,2023,Computer science,OBC,1986,2940
124,PSG Institute of Technology and Applied Research,2023,Computer science,SC,6450,21427
124,PSG Institute of Technology and Applied Research,2023,Computer science,ST,33532,41199
124,PSG Institute of Technology and Applied Research,2023,Electronics and Communication,GENERAL,1714,2632
124,PSG Institute of Technology and Applied Research,2023,Electronics and Communication,OBC,2655,3618
124,PSG Institute of Technology and Applied Research,2023,Electronics and Communication,SC,10974,22034
124,PSG Institute of Technology and Applied Research,2023,Electronics and Communication,ST,58272,58272
124,PSG Institute of Technology and Applied Research,2023,Electrical and Electronics,GENERAL,2970,4591
124,PSG Institute of Technology and Applied Research,2023,Electrical and Electronics,OBC,4646,6816
124,PSG Institute of Technology and Applied Research,2023,Electrical and Electronics,SC,16985,25739
124,PSG Institute of Technology and Applied Research,2023,Electrical and Electronics,ST,,
124,PSG Institute of Technology and Applied Research,2023,Civil Engineering,GENERAL,13769,22425
124,PSG Institute of Technology and Applied Research,2023,Civil Engineering,OBC,24975,31345
124,PSG Institute of Technology and Applied Research,2023,Civil Engineering,SC,33235,74438
124,PSG Institute of Technology and Applied Research,2023,Civil Engineering,ST,,
124,PSG Institute of Technology and Applied Research,2023,Artificial Intelligence and Data Science,GENERAL,1162,2614
124,PSG Institute of Technology and Applied Research,2023,Artificial Intelligence and Data Science,OBC,2615,3838
124,PSG Institute of Technology and Applied Research,2023,Artificial Intelligence and Data Science,SC,6335,16559
124,PSG Institute of Technology and Applied Research,2023,Artificial Intelligence and Data Science,ST,48074,48074
124,PSG Institute of Technology and Applied Research,2023,Mechanical Engineering,GENERAL,7717,11028
124,PSG Institute of Technology and Applied Research,2023,Mechanical Engineering,OBC,11284,15194
124,PSG Institute of Technology and Applied Research,2023,Mechanical Engineering,SC,17389,43279
124,PSG Institute of Technology and Applied Research,2023,Mechanical Engineering,ST,,
124,PSG Institute of Technology and Applied Research,2023,Instrumentation and Control Engineering,GENERAL,8913,11663
124,PSG Institute of Technology and Applied Research,2023,Instrumentation and Control Engineering,OBC,11733,16002
124,PSG Institute of Technology and Applied Research,2023,Instrumentation and Control Engineering,SC,37304,66740
124,PSG Institute of Technology and Applied Research,2023,Instrumentation and Control Engineering,ST,,
22,Alagappa College Of Technology,2023,Apparel Technology,GENERAL,16566,16566
22,Alagappa College Of Technology,2023,Apparel Technology,OBC,,
22,Alagappa College Of Technology,2023,Apparel Technology,SC,47696,70511
22,Alagappa College Of Technology,2023,Apparel Technology,ST,116255,116255
22,Alagappa College Of Technology,2023,Food Technology,GENERAL,2935,8559
22,Alagappa College Of Technology,2023,Food Technology,OBC,10704,21464
22,Alagappa College Of Technology,2023,Food Technology,SC,23577,36419
22,Alagappa College Of Technology,2023,Food Technology,ST,,
22,Alagappa College Of Technology,2023,Leather Technology,GENERAL,16794,18914
22,Alagappa College Of Technology,2023,Leather Technology,OBC,,
22,Alagappa College Of Technology,2023,Leather Technology,SC,45076,82996
22,Alagappa College Of Technology,2023,Leather Technology,ST,,
22,Alagappa College Of Technology,2023,Textile Technology,GENERAL,18111,21550
22,Alagappa College Of Technology,2023,Textile Technology,OBC,,
22,Alagappa College Of Technology,2023,Textile Technology,SC,38855,86917
22,Alagappa College Of Technology,2023,Textile Technology,ST,,
22,Alagappa College Of Technology,2023,Ceramic Technology,GENERAL,14351,22182
22,Alagappa College Of Technology,2023,Ceramic Technology,OBC,,
22,Alagappa College Of Technology,2023,Ceramic Technology,SC,49951,76665
22,Alagappa College Of Technology,2023,Ceramic Technology,ST,,
22,Alagappa College Of Technology,2023,Chemical Engineering,GENERAL,3901,8098
22,Alagappa College Of Technology,2023,Chemical Engineering,OBC,8186,12175
22,Alagappa College Of Technology,2023,Chemical Engineering,SC,14827,17780
22,Alagappa College Of Technology,2023,Chemical Engineering,ST,89266,89266
22,Alagappa College Of Technology,2023,Biomedical Engineering,GENERAL,,
22,Alagappa College Of Technology,2023,Biomedical Engineering,OBC,,
22,Alagappa College Of Technology,2023,Biomedical Engineering,SC,,
22,Alagappa College Of Technology,2023,Biomedical Engineering,ST,,
22,Alagappa College Of Technology,2023,Pharmaceutical Technology,GENERAL,4327,171421
22,Alagappa College Of Technology,2023,Pharmaceutical Technology,OBC,,
22,Alagappa College Of Technology,2023,Pharmaceutical Technology,SC,22420,37066
22,Alagappa College Of Technology,2023,Pharmaceutical Technology,ST,,
22,Alagappa College Of Technology,2023,Petroleum Engineering and Technology,GENERAL,4427,21704
22,Alagappa College Of Technology,2023,Petroleum Engineering and Technology,OBC,,
22,Alagappa College Of Technology,2023,Petroleum Engineering and Technology,SC,34904,68091
22,Alagappa College Of Technology,2023,Petroleum Engineering and Technology,ST,,
22,Alagappa College Of Technology,2023,Industrial Bio-Technology,GENERAL,1518,7130
22,Alagappa College Of Technology,2023,Industrial Bio-Technology,OBC,7316,10427
22,Alagappa College Of Technology,2023,Industrial Bio-Technology,SC,9631,12653
22,Alagappa College Of Technology,2023,Industrial Bio-Technology,ST,,
22,Alagappa College Of Technology,2023,Industrial Bio-Technology(SS),GENERAL,10581,11626
22,Alagappa College Of Technology,2023,Industrial Bio-Technology(SS),OBC,11734,13127
22,Alagappa College Of Technology,2023,Industrial Bio-Technology(SS),SC,,
22,Alagappa College Of Technology,2023,Industrial Bio-Technology(SS),ST,81657,81657
187,RVS College of Engineering and Technology,2023,Computer science,GENERAL,152,16872
187,RVS College of Engineering and Technology,2023,Computer science,OBC,116449,116449
187,RVS College of Engineering and Technology,2023,Computer science,SC,89315,143970
187,RVS College of Engineering and Technology,2023,Computer science,ST,,
187,RVS College of Engineering and Technology,2023,Information technology,GENERAL,14621,20480
187,RVS College of Engineering and Technology,2023,Information technology,OBC,89165,98276
187,RVS College of Engineering and Technology,2023,Information technology,SC,107165,121042
187,RVS College of Engineering and Technology,2023,Information technology,ST,,
187,RVS College of Engineering and Technology,2023,Electronics and Communication,GENERAL,9321,17673
187,RVS College of Engineering and Technology,2023,Electronics and Communication,OBC,20404,121320
187,RVS College of Engineering and Technology,2023,Electronics and Communication,SC,97922,152673
187,RVS College of Engineering and Technology,2023,Electronics and Communication,ST,,
187,RVS College of Engineering and Technology,2023,Electrical and Electronics,GENERAL,92329,117127
187,RVS College of Engineering and Technology,2023,Electrical and Electronics,OBC,124001,166260
187,RVS College of Engineering and Technology,2023,Electrical and Electronics,SC,136812,175842
187,RVS College of Engineering and Technology,2023,Electrical and Electronics,ST,,
187,RVS College of Engineering and Technology,2023,Artificial Intelligence and Data Science,GENERAL,4160,20135
187,RVS College of Engineering and Technology,2023,Artificial Intelligence and Data Science,OBC,42763,98276
187,RVS College of Engineering and Technology,2023,Artificial Intelligence and Data Science,SC,89315,143970
187,RVS College of Engineering and Technology,2023,Artificial Intelligence and Data Science,ST,,
187,RVS College of Engineering and Technology,2023,Mechanical Engineering,GENERAL,109547,132709
187,RVS College of Engineering and Technology,2023,Mechanical Engineering,OBC,133490,173231
187,RVS College of Engineering and Technology,2023,Mechanical Engineering,SC,144214,163375
187,RVS College of Engineering and Technology,2023,Mechanical Engineering,ST,,
187,RVS College of Engineering and Technology,2023,Petrochemical Engineering,GENERAL,113667,135622
187,RVS College of Engineering and Technology,2023,Petrochemical Engineering,OBC,149662,158121
187,RVS College of Engineering and Technology,2023,Petrochemical Engineering,SC,146948,167924
187,RVS College of Engineering and Technology,2023,Petrochemical Engineering,ST,,
155,"Easwari Engineering College, Chennai",2023,Computer science,GENERAL,2786,8991
155,"Easwari Engineering College, Chennai",2023,Information technology,GENERAL,6132,16946
155,"Easwari Engineering College, Chennai",2023,Electronics and Communication,GENERAL,3613,18020
155,"Easwari Engineering College, Chennai",2023,Electrical and Electronics,GENERAL,10538,42514
155,"Easwari Engineering College, Chennai",2023,Mechanical Engineering,GENERAL,12796,47097
155,"Easwari Engineering College, Chennai",2023,Electrical and Instrumentation,GENERAL,17099,64062
155,"Easwari Engineering College, Chennai",2023,Civil Engineering,GENERAL,17470,98673
155,"Easwari Engineering College, Chennai",2023,Automobile Engineering,GENERAL,34315,69317
243,"Panimalar Engineering College,Chennai",2023,Computer science,GENERAL,8437,98214
243,"Panimalar Engineering College,Chennai",2023,Computer science,OBC,10721,81497
243,"Panimalar Engineering College,Chennai",2023,Computer science,SC,106002,106002
243,"Panimalar Engineering College,Chennai",2023,Computer science,ST,,
243,"Panimalar Engineering College,Chennai",2023,Information technology,GENERAL,9582,47624
243,"Panimalar Engineering College,Chennai",2023,Information technology,OBC,11724,49568
243,"Panimalar Engineering College,Chennai",2023,Information technology,SC,,
243,"Panimalar Engineering College,Chennai",2023,Information technology,ST,,
243,"Panimalar Engineering College,Chennai",2023,Electronics and Communication,GENERAL,10684,46550
243,"Panimalar Engineering College,Chennai",2023,Electronics and Communication,OBC,14237,58681
243,"Panimalar Engineering College,Chennai",2023,Electronics and Communication,SC,,
243,"Panimalar Engineering College,Chennai",2023,Electronics and Communication,ST,,
243,"Panimalar Engineering College,Chennai",2023,Electrical and Electronics,GENERAL,13542,66960
243,"Panimalar Engineering College,Chennai",2023,Electrical and Electronics,OBC,14647,80812
243,"Panimalar Engineering College,Chennai",2023,Electrical and Electronics,SC,56841,96851
243,"Panimalar Engineering College,Chennai",2023,Electrical and Electronics,ST,,
243,"Panimalar Engineering College,Chennai",2023,Mechanical Engineering,GENERAL,21652,99188
243,"Panimalar Engineering College,Chennai",2023,Mechanical Engineering,OBC,85392,166790
243,"Panimalar Engineering College,Chennai",2023,Mechanical Engineering,SC,142153,177640
243,"Panimalar Engineering College,Chennai",2023,Mechanical Engineering,ST,,
243,"Panimalar Engineering College,Chennai",2023,Artificial Intelligence and Data Science,GENERAL,11284,42717
243,"Panimalar Engineering College,Chennai",2023,Artificial Intelligence and Data Science,OBC,15634,50932
243,"Panimalar Engineering College,Chennai",2023,Artificial Intelligence and Data Science,SC,,
243,"Panimalar Engineering College,Chennai",2023,Artificial Intelligence and Data Science,ST,,
243,"Panimalar Engineering College,Chennai",2023,Artificial Intelligence and Machine Learning,GENERAL,11682,50605
243,"Panimalar Engineering College,Chennai",2023,Artificial Intelligence and Machine Learning,OBC,15645,51408
243,"Panimalar Engineering College,Chennai",2023,Artificial Intelligence and Machine Learning,SC,,
243,"Panimalar Engineering College,Chennai",2023,Artificial Intelligence and Machine Learning,ST,,
